"playerid","group","round_num","group_connect","connect","condition","session","ingroup","biased","identities","empanel_id"
"y7SXKZDi",0,1,0,1,"Biased-4","e2.1_2017-08-28",1,1,1,"81614155_23694_01"
"YZof3wEf",1,1,1,1,"Biased-2","e2.4_2017-08-27",1,1,0,"1104439372_23694_02"
"Zp7IFzWn",1,1,1,1,"Biased-4","e2.2_2017-08-24",1,1,1,"4209527873_78419_01"
"Zp7IFzWn",1,1,2,1,"Biased-4","e2.2_2017-08-24",0,1,1,"4209527873_78419_01"
"Zp7IFzWn",1,1,3,1,"Biased-4","e2.2_2017-08-24",0,1,1,"4209527873_78419_01"
"ZweiHCzi",3,1,3,1,"Biased-4","e2.4_2017-08-21",1,1,1,"4182914741_78419_01"
"2eCW1FlE",1,2,1,1,"Biased-2","e2.3_2017-08-31",1,1,0,"4142230532_78419_01"
"2n8fFNoM",2,2,3,0,"Biased-4","e2.1_2017-09-03",0,1,1,"4205995801_78419_01"
"2n8fFNoM",2,2,2,1,"Biased-4","e2.1_2017-09-03",1,1,1,"4205995801_78419_01"
"2UIMidzg",0,2,3,0,"Biased-4","e2.1_2017-09-03",0,1,1,"4198750331_78419_01"
"2UIMidzg",0,2,0,0,"Biased-4","e2.1_2017-09-03",1,1,1,"4198750331_78419_01"
"2UIMidzg",0,2,2,0,"Biased-4","e2.1_2017-09-03",0,1,1,"4198750331_78419_01"
"2UIMidzg",0,2,1,0,"Biased-4","e2.1_2017-09-03",0,1,1,"4198750331_78419_01"
"3j95iGEm",2,2,3,1,"Biased-4","e2.1_2017-08-28",0,1,1,"4224776595_78419_01"
"3j95iGEm",2,2,2,1,"Biased-4","e2.1_2017-08-28",1,1,1,"4224776595_78419_01"
"4LxH222e",2,2,2,0,"Biased-4","e2.1_2017-08-28",1,1,1,"057143_S02_02"
"4rAYLpiK",2,2,2,1,"Biased-4","e2.1_2017-08-28",1,1,1,"4182991699_78419_01"
"4rAYLpiK",2,2,1,1,"Biased-4","e2.1_2017-08-28",0,1,1,"4182991699_78419_01"
"4rAYLpiK",2,2,0,1,"Biased-4","e2.1_2017-08-28",0,1,1,"4182991699_78419_01"
"5opbRaZs",2,2,2,1,"Biased-4","e2.1_2017-08-28",1,1,1,"4210180698_78419_01"
"6eq39r0t",0,2,0,1,"Biased-2","e2.4_2017-08-31",1,1,0,"1590401214_78419_01"
"7DsUVios",1,2,1,1,"Biased-2","e2.3_2017-08-28",1,1,0,"4182928698_78419_01"
"7DsUVios",1,2,0,1,"Biased-2","e2.3_2017-08-28",0,1,0,"4182928698_78419_01"
"a89vyAFL",2,2,2,1,"Biased-4","e2.1_2017-09-03",1,1,1,"86042049_23694_01"
"a89vyAFL",2,2,0,1,"Biased-4","e2.1_2017-09-03",0,1,1,"86042049_23694_01"
"b3pCCPJi",0,2,0,1,"Unbiased-2","e2.6_2017-09-09",1,0,0,"4142196852_78419_01"
"b3pCCPJi",0,2,1,1,"Unbiased-2","e2.6_2017-09-09",0,0,0,"4142196852_78419_01"
"CDitEj5Y",0,2,0,1,"Biased-2","e2.3_2017-08-28",1,1,0,"4210176701_78419_01"
"CDitEj5Y",0,2,1,1,"Biased-2","e2.3_2017-08-28",0,1,0,"4210176701_78419_01"
"CSIho5fN",2,2,2,1,"Biased-4","e2.1_2017-09-03",1,1,1,"4175653832_92326_01"
"CSIho5fN",2,2,0,1,"Biased-4","e2.1_2017-09-03",0,1,1,"4175653832_92326_01"
"CSIho5fN",2,2,3,0,"Biased-4","e2.1_2017-09-03",0,1,1,"4175653832_92326_01"
"cSQt54dS",1,2,0,1,"Biased-2","e2.4_2017-08-31",0,1,0,"1724172254_78419_01"
"CwFE3ItX",1,2,1,1,"Biased-2","e2.3_2017-08-31",1,1,0,"4175653757_92326_01"
"D0irM1wA",1,2,1,1,"Biased-2","e2.3_2017-08-28",1,1,0,"4175654735_92326_01"
"D0irM1wA",1,2,0,1,"Biased-2","e2.3_2017-08-28",0,1,0,"4175654735_92326_01"
"EALWRNpD",1,2,1,1,"Unbiased-2","e2.6_2017-09-09",1,0,0,"4224774488_78419_01"
"eO5jet6P",1,2,0,1,"Biased-2","e2.3_2017-08-28",0,1,0,"1975424113_78419_01"
"eO5jet6P",1,2,1,1,"Biased-2","e2.3_2017-08-28",1,1,0,"1975424113_78419_01"
"eU62ovxG",1,2,0,0,"Biased-2","e2.3_2017-08-28",0,1,0,"4198698469_78419_01"
"eU62ovxG",1,2,1,0,"Biased-2","e2.3_2017-08-28",1,1,0,"4198698469_78419_01"
"f7cmoZxN",1,2,1,1,"Unbiased-2","e2.6_2017-09-09",1,0,0,"145708_3992_01"
"f7cmoZxN",1,2,0,1,"Unbiased-2","e2.6_2017-09-09",0,0,0,"145708_3992_01"
"H0kC41XP",2,2,0,1,"Biased-4","e2.1_2017-09-03",0,1,1,"4142214247_78419_01"
"H0kC41XP",2,2,2,1,"Biased-4","e2.1_2017-09-03",1,1,1,"4142214247_78419_01"
"hEsQGRRN",1,2,1,1,"Biased-2","e2.3_2017-08-28",1,1,0,"4224814466_78419_01"
"HgL5wQXl",0,2,1,1,"Unbiased-2","e2.6_2017-09-09",0,0,0,"4198723823_78419_01"
"i7IIFMIb",1,2,1,1,"Biased-2","e2.3_2017-08-31",1,1,0,"4210182356_78419_01"
"JckRZ4Su",1,2,1,1,"Biased-2","e2.3_2017-08-28",1,1,0,"4142231922_78419_01"
"jLzegXH6",1,2,0,0,"Unbiased-2","e2.6_2017-09-09",0,0,0,"4210178541_78419_01"
"jLzegXH6",1,2,1,1,"Unbiased-2","e2.6_2017-09-09",1,0,0,"4210178541_78419_01"
"JnID4Q2o",0,2,1,1,"Unbiased-2","e2.6_2017-09-09",0,0,0,"4183009964_78419_01"
"JPppFZWQ",1,2,1,1,"Biased-2","e2.3_2017-08-31",1,1,0,"4198735108_78419_01"
"ju7eWJ5D",1,2,1,1,"Biased-2","e2.3_2017-08-31",1,1,0,"4198696732_78419_01"
"jxy012QP",2,2,2,1,"Biased-4","e2.1_2017-09-03",1,1,1,"4224777765_78419_01"
"jxy012QP",2,2,0,1,"Biased-4","e2.1_2017-09-03",0,1,1,"4224777765_78419_01"
"kJ508QX4",1,2,0,1,"Biased-4","e2.1_2017-09-03",0,1,1,"147028_3992_01"
"kJ508QX4",1,2,2,1,"Biased-4","e2.1_2017-09-03",0,1,1,"147028_3992_01"
"LPXST0hC",2,2,2,1,"Biased-4","e2.1_2017-08-28",1,1,1,"4173231362_78419_01"
"MyTwrheb",0,2,1,1,"Biased-2","e2.4_2017-08-31",0,1,0,"044749_S02_01"
"MyTwrheb",0,2,0,1,"Biased-2","e2.4_2017-08-31",1,1,0,"044749_S02_01"
"n7jGHdyD",1,2,1,1,"Biased-2","e2.3_2017-08-31",1,1,0,"006536_S01_01"
"nQ9GHNJp",1,2,0,1,"Unbiased-2","e2.6_2017-09-09",0,0,0,"4148901480_78419_01"
"oiQ4Mojb",2,2,2,0,"Biased-4","e2.1_2017-08-28",1,1,1,"4182983867_78419_01"
"oiQ4Mojb",2,2,3,0,"Biased-4","e2.1_2017-08-28",0,1,1,"4182983867_78419_01"
"oiQ4Mojb",2,2,1,0,"Biased-4","e2.1_2017-08-28",0,1,1,"4182983867_78419_01"
"oiQ4Mojb",2,2,0,0,"Biased-4","e2.1_2017-08-28",0,1,1,"4182983867_78419_01"
"OmtdCXCq",1,2,1,1,"Biased-2","e2.3_2017-08-31",1,1,0,"4224774627_78419_01"
"QShMToNs",1,2,1,1,"Unbiased-2","e2.6_2017-09-09",1,0,0,"4141908830_78419_01"
"QShMToNs",1,2,0,1,"Unbiased-2","e2.6_2017-09-09",0,0,0,"4141908830_78419_01"
"r3AZnOBT",1,2,0,0,"Biased-2","e2.3_2017-08-28",0,1,0,"010914_S01_HH"
"r3AZnOBT",1,2,1,0,"Biased-2","e2.3_2017-08-28",1,1,0,"010914_S01_HH"
"rASdAjzN",2,2,2,1,"Biased-4","e2.1_2017-08-28",1,1,1,"4182947893_78419_01"
"RNTqSbN2",1,2,0,1,"Unbiased-2","e2.6_2017-09-09",0,0,0,"1834436193_78419_01"
"RNTqSbN2",1,2,1,1,"Unbiased-2","e2.6_2017-09-09",1,0,0,"1834436193_78419_01"
"STfPvxel",1,2,1,1,"Biased-2","e2.3_2017-08-28",1,1,0,"4083379780_5107_01"
"Sx3WY8DF",2,2,1,0,"Biased-4","e2.1_2017-09-03",0,1,1,"4142236580_78419_01"
"Sx3WY8DF",2,2,2,0,"Biased-4","e2.1_2017-09-03",1,1,1,"4142236580_78419_01"
"Sx3WY8DF",2,2,0,0,"Biased-4","e2.1_2017-09-03",0,1,1,"4142236580_78419_01"
"Sx3WY8DF",2,2,3,0,"Biased-4","e2.1_2017-09-03",0,1,1,"4142236580_78419_01"
"tEB5uO21",0,2,0,0,"Biased-2","e2.3_2017-08-28",1,1,0,"4193052637_78419_01"
"tEB5uO21",0,2,1,0,"Biased-2","e2.3_2017-08-28",0,1,0,"4193052637_78419_01"
"TgojOpBZ",0,2,0,1,"Biased-2","e2.4_2017-08-31",1,1,0,"4142235125_78419_01"
"tiUegpsp",0,2,0,1,"Unbiased-2","e2.6_2017-09-09",1,0,0,"4174335565_78419_01"
"tiUegpsp",0,2,1,1,"Unbiased-2","e2.6_2017-09-09",0,0,0,"4174335565_78419_01"
"tqPAyJE4",1,2,1,1,"Unbiased-2","e2.6_2017-09-09",1,0,0,"4224780943_78419_01"
"U8hihsFv",3,2,2,1,"Biased-4","e2.1_2017-09-03",0,1,1,"4198726251_78419_01"
"uiAFosTU",0,2,1,0,"Biased-4","e2.1_2017-09-03",0,1,1,"4224810545_78419_01"
"uiAFosTU",0,2,2,0,"Biased-4","e2.1_2017-09-03",0,1,1,"4224810545_78419_01"
"uiAFosTU",0,2,0,0,"Biased-4","e2.1_2017-09-03",1,1,1,"4224810545_78419_01"
"uiAFosTU",0,2,3,0,"Biased-4","e2.1_2017-09-03",0,1,1,"4224810545_78419_01"
"uXJWcSH5",3,2,2,1,"Biased-4","e2.1_2017-08-28",0,1,1,"025702_S01_HH"
"VeNM0aaG",1,2,2,1,"Biased-4","e2.1_2017-08-28",0,1,1,"4224774744_78419_01"
"VG1N0gwz",0,2,0,1,"Biased-2","e2.3_2017-08-28",1,1,0,"4210176637_78419_01"
"VG1N0gwz",0,2,1,0,"Biased-2","e2.3_2017-08-28",0,1,0,"4210176637_78419_01"
"VHwMul8t",2,2,2,1,"Biased-4","e2.1_2017-09-03",1,1,1,"1917465972_78419_01"
"VHwMul8t",2,2,3,1,"Biased-4","e2.1_2017-09-03",0,1,1,"1917465972_78419_01"
"w2NyOm6v",3,2,0,1,"Biased-4","e2.1_2017-09-03",0,1,1,"4222270010_78419_01"
"w2NyOm6v",3,2,3,1,"Biased-4","e2.1_2017-09-03",1,1,1,"4222270010_78419_01"
"w2NyOm6v",3,2,2,0,"Biased-4","e2.1_2017-09-03",0,1,1,"4222270010_78419_01"
"WshDL9Y8",0,2,0,1,"Biased-2","e2.3_2017-08-28",1,1,0,"4205995222_78419_01"
"wTEFmE3O",2,2,2,1,"Biased-4","e2.1_2017-09-03",1,1,1,"165723_3992_02"
"wU4n9hI1",0,2,1,1,"Unbiased-2","e2.6_2017-09-09",0,0,0,"4198699806_78419_01"
"wZT18Vvb",2,2,2,1,"Biased-4","e2.1_2017-09-03",1,1,1,"4182914445_78419_01"
"xfxbvdKr",0,2,2,1,"Biased-4","e2.1_2017-08-28",0,1,1,"4083282359_5107_01"
"xqyUXbmR",1,2,1,1,"Biased-2","e2.3_2017-08-28",1,1,0,"1796202230_78419_01"
"XY8hOWgz",0,2,1,1,"Unbiased-2","e2.6_2017-09-09",0,0,0,"4198748387_78419_01"
"XzHeyDPf",1,2,1,1,"Biased-2","e2.3_2017-08-31",1,1,0,"1741182395_78419_01"
"y7SXKZDi",0,2,2,1,"Biased-4","e2.1_2017-08-28",0,1,1,"81614155_23694_01"
"YSKlL1Ic",1,2,1,1,"Biased-2","e2.3_2017-08-31",1,1,0,"4209524657_78419_01"
"z1B8b3UP",3,2,1,0,"Biased-4","e2.1_2017-09-03",0,1,1,"1976098278_78419_01"
"z1B8b3UP",3,2,2,0,"Biased-4","e2.1_2017-09-03",0,1,1,"1976098278_78419_01"
"z1B8b3UP",3,2,0,0,"Biased-4","e2.1_2017-09-03",0,1,1,"1976098278_78419_01"
"z1B8b3UP",3,2,3,0,"Biased-4","e2.1_2017-09-03",1,1,1,"1976098278_78419_01"
"ZGeHPGql",1,2,1,1,"Biased-2","e2.3_2017-08-28",1,1,0,"4098579819_78419_01"
"ZWXXtavu",1,2,1,1,"Unbiased-2","e2.6_2017-09-09",1,0,0,"1776799322_78419_01"
"0Q2BEZAa",1,3,1,1,"Biased-2","e2.3_2017-09-06",1,1,0,"4175677220_92326_01"
"2n8fFNoM",2,3,3,1,"Biased-4","e2.1_2017-09-03",0,1,1,"4205995801_78419_01"
"2n8fFNoM",2,3,0,0,"Biased-4","e2.1_2017-09-03",0,1,1,"4205995801_78419_01"
"2OuLp0f2",1,3,1,1,"Biased-2","e2.3_2017-09-06",1,1,0,"4141910110_78419_01"
"2UIMidzg",1,3,0,0,"Biased-4","e2.1_2017-09-03",0,1,1,"4198750331_78419_01"
"2UIMidzg",1,3,1,0,"Biased-4","e2.1_2017-09-03",1,1,1,"4198750331_78419_01"
"2UIMidzg",1,3,2,0,"Biased-4","e2.1_2017-09-03",0,1,1,"4198750331_78419_01"
"2UIMidzg",1,3,3,0,"Biased-4","e2.1_2017-09-03",0,1,1,"4198750331_78419_01"
"3j95iGEm",2,3,2,1,"Biased-4","e2.1_2017-08-28",1,1,1,"4224776595_78419_01"
"4LxH222e",2,3,3,1,"Biased-4","e2.1_2017-08-28",0,1,1,"057143_S02_02"
"4LxH222e",2,3,2,1,"Biased-4","e2.1_2017-08-28",1,1,1,"057143_S02_02"
"4rAYLpiK",2,3,3,1,"Biased-4","e2.1_2017-08-28",0,1,1,"4182991699_78419_01"
"4rAYLpiK",2,3,2,1,"Biased-4","e2.1_2017-08-28",1,1,1,"4182991699_78419_01"
"5opbRaZs",2,3,2,1,"Biased-4","e2.1_2017-08-28",1,1,1,"4210180698_78419_01"
"5SzOC8Ys",1,3,1,1,"Biased-4","e2.4_2017-08-21",1,1,1,"1104966268_23694_01"
"66YrZSAn",1,3,1,1,"Biased-2","e2.3_2017-09-06",1,1,0,"4191215279_5107_01"
"7DsUVios",1,3,0,1,"Biased-2","e2.3_2017-08-28",0,1,0,"4182928698_78419_01"
"7DsUVios",1,3,1,1,"Biased-2","e2.3_2017-08-28",1,1,0,"4182928698_78419_01"
"9TJO1tjc",2,3,2,1,"Biased-4","e2.4_2017-08-21",1,1,1,"4182993715_78419_01"
"9TJO1tjc",2,3,0,1,"Biased-4","e2.4_2017-08-21",0,1,1,"4182993715_78419_01"
"B8nQCJnk",2,3,0,0,"Biased-4","e2.4_2017-08-21",0,1,1,"4222264061_78419_01"
"B8nQCJnk",2,3,1,0,"Biased-4","e2.4_2017-08-21",0,1,1,"4222264061_78419_01"
"B8nQCJnk",2,3,2,0,"Biased-4","e2.4_2017-08-21",1,1,1,"4222264061_78419_01"
"B8nQCJnk",2,3,3,0,"Biased-4","e2.4_2017-08-21",0,1,1,"4222264061_78419_01"
"CDitEj5Y",0,3,0,1,"Biased-2","e2.3_2017-08-28",1,1,0,"4210176701_78419_01"
"CSIho5fN",2,3,0,1,"Biased-4","e2.1_2017-09-03",0,1,1,"4175653832_92326_01"
"CY6DEsRy",3,3,2,1,"Biased-4","e2.4_2017-08-21",0,1,1,"157970_3992_01"
"D0irM1wA",1,3,0,1,"Biased-2","e2.3_2017-08-28",0,1,0,"4175654735_92326_01"
"eLk1kYxt",1,3,0,0,"Biased-2","e2.3_2017-09-06",0,1,0,"4141905505_78419_01"
"eLk1kYxt",1,3,1,0,"Biased-2","e2.3_2017-09-06",1,1,0,"4141905505_78419_01"
"eO5jet6P",1,3,0,1,"Biased-2","e2.3_2017-08-28",0,1,0,"1975424113_78419_01"
"eO5jet6P",1,3,1,1,"Biased-2","e2.3_2017-08-28",1,1,0,"1975424113_78419_01"
"eU62ovxG",0,3,0,0,"Biased-2","e2.3_2017-08-28",1,1,0,"4198698469_78419_01"
"eU62ovxG",0,3,1,0,"Biased-2","e2.3_2017-08-28",0,1,0,"4198698469_78419_01"
"EZk45OGB",0,3,1,1,"Biased-2","e2.3_2017-09-06",0,1,0,"4174336493_78419_01"
"fgcHkh83",1,3,1,1,"Biased-2","e2.3_2017-09-06",1,1,0,"1869095040_78419_01"
"FV95AWtf",0,3,1,1,"Biased-2","e2.3_2017-09-06",0,1,0,"4182978590_78419_01"
"fZhwr54A",0,3,1,1,"Biased-2","e2.3_2017-09-06",0,1,0,"4222260257_78419_01"
"h9QwRCg4",0,3,1,1,"Biased-2","e2.3_2017-09-06",0,1,0,"4210174049_78419_01"
"hEsQGRRN",1,3,1,1,"Biased-2","e2.3_2017-08-28",1,1,0,"4224814466_78419_01"
"Hw6QadAx",0,3,1,1,"Biased-2","e2.3_2017-09-06",0,1,0,"4224812772_78419_01"
"Hw6QadAx",0,3,0,1,"Biased-2","e2.3_2017-09-06",1,1,0,"4224812772_78419_01"
"JckRZ4Su",1,3,1,1,"Biased-2","e2.3_2017-08-28",1,1,0,"4142231922_78419_01"
"jxy012QP",2,3,3,1,"Biased-4","e2.1_2017-09-03",0,1,1,"4224777765_78419_01"
"kJ508QX4",0,3,2,1,"Biased-4","e2.1_2017-09-03",0,1,1,"147028_3992_01"
"kJ508QX4",0,3,0,1,"Biased-4","e2.1_2017-09-03",1,1,1,"147028_3992_01"
"kJ508QX4",0,3,3,0,"Biased-4","e2.1_2017-09-03",0,1,1,"147028_3992_01"
"kyl98fLI",1,3,1,1,"Biased-4","e2.4_2017-08-21",1,1,1,"4175654125_92326_01"
"L97SPwct",0,3,1,1,"Biased-2","e2.3_2017-09-06",0,1,0,"1904469500_78419_01"
